asset,skewness,excess_kurtosis,jarque_bera_stat,jarque_bera_pvalue,is_normal_5pct
BTC-USD,-0.12009826089578446,4.049548377214066,1395.3771513313504,9.947214920629462e-304,False
ETH-USD,-0.2056356093817884,5.441918593763447,2525.402948455909,0.0,False
BNB-USD,0.832155226232633,24.62943155602187,51670.24646215939,0.0,False
SOL-USD,-0.35936112527429986,9.018862406757597,6940.744041600384,0.0,False
XRP-USD,1.2702841559898221,17.882544765181574,27662.424398543564,0.0,False
DOGE-USD,6.4517702556761884,136.46467441537487,1593159.8436366895,0.0,False
