,95%,99%
historical_var,0.05423749474734358,0.10145487252091732
parametric_var,0.055578133623128814,0.07890452223948913
monte_carlo_var,0.051526527148286906,0.09826014325850503
historical_cvar,0.08341935848287123,0.14047367977445532
parametric_cvar,0.06988074244806265,0.09050334074261757
monte_carlo_cvar,0.08356466460832046,0.14810377711881614
