date,BTC-USD,ETH-USD,BNB-USD,SOL-USD,XRP-USD,DOGE-USD
2021-01-02,0.09262474311680098,0.06074485859426622,0.012022357875586262,-0.023175117372738013,-0.07346677419265449,0.6169351546165364
2021-01-03,0.025215831986554423,0.23350080143632587,0.07613128186406368,0.19063000197112967,0.021344187560684118,-0.06937361948829748
2021-01-04,-0.031126048570094073,0.06255412006085227,-0.0030149020055078644,0.1342829811795315,0.0444710517640639,-0.006087179584881898
2021-01-05,0.059491981974053296,0.05431533107655984,0.01660211334564015,-0.14087058993882257,-0.043008058574253494,0.02115499569732987
2021-01-06,0.07978987964728743,0.09440362142142147,0.009987759024552104,-0.10836413871914607,0.09626420358236218,0.0441464523514739
2021-01-07,0.06991988054158309,0.013520994711918555,0.031025217666323768,0.19673420895516527,0.26480015359637304,-0.06708558813612182
2021-01-08,0.028759807724559636,-0.006503422053272033,-0.02832301489838598,0.30967247642328766,-0.011083455847365824,-0.00040033053465532285
2021-01-09,-0.012262052365310671,0.047398891059545104,0.03461673956727783,0.04891728212471854,0.012009267541687923,0.044075832619746486
2021-01-10,-0.04955624359220215,-0.017192400540372875,-0.03350535436266686,0.019351004155543375,-0.029042879952727616,-0.03589582790781567
2021-01-11,-0.07468819862209011,-0.1431069766534545,-0.10523972465742121,-0.10616622658012152,-0.09130753138492435,-0.10597170035648928
2021-01-12,-0.03897163438842312,-0.03448827421575572,0.002268995955242152,0.15880103882227908,0.017622057128050705,-0.08897091956599401
2021-01-13,0.09303872186648503,0.07317774934014597,0.04740983911615217,-0.031065686044368233,0.04439528412106299,0.07082848529049876
2021-01-14,0.04635475642223115,0.0862100931218444,0.042963927267727534,-0.06812780112831462,-0.03121932605123625,0.07941285009810413
2021-01-15,-0.06333342468810564,-0.05258382736684979,-0.024306512983100256,-0.01364018946156097,-0.057309244600183565,-0.004076150592330121
2021-01-16,-0.020547018278436267,0.04950183505149615,0.05417900310110569,0.05312840707435835,-0.002396495826384861,-0.012383226464222933
2021-01-17,-0.004632748030488363,0.003755674500836476,0.06125980469821257,0.11101506818489919,-0.006394848449621191,-0.01512891460104753
2021-01-18,0.02215551096647076,0.02087674680638684,-0.01154069384551747,-0.010507609549276127,0.027794375462250748,0.008699560800243922
2021-01-19,-0.020402027184059653,0.08153732516148945,-0.06414513738841997,-0.0426468778602918,0.029972549545840214,-0.014862246015609972
2021-01-20,-0.011862853824953393,0.008481827427658765,0.0019452379534897158,0.023934814445106013,0.004852813460082661,0.0006522400253338523
2021-01-21,-0.13949640193442464,-0.21467545114703554,-0.09787572905540862,-0.21756932983016214,-0.09723491252867102,-0.10360980225827274
2021-01-22,0.06570370018688361,0.10391747886940719,0.05683308865212057,0.10929270555719892,0.015365266472757223,0.04193682866633491
2021-01-23,-0.02667422755262735,0.0007947385485328255,0.0004229596234413774,0.05048492024779529,-0.001838776628711188,0.00824100090473871
2021-01-24,0.005654535963060998,0.1211711502951343,0.022128797068234896,0.033608836109486784,0.006311252740016987,0.015684418820897543
2021-01-25,-0.00017670555784965065,-0.055083489227751255,0.0002008104141288903,0.02073291570403616,-0.02151813282991962,-0.04250422963298254
2021-01-26,0.006599637655448867,0.03584041408047057,0.00011712078871527127,0.08713286645056842,0.0028736188161000557,-0.0124955686855395
2021-01-27,-0.06691940379282074,-0.09753598354584739,-0.023138714825738912,-0.09493905343153677,-0.069235130836086,-0.10671947529232105
2021-01-28,0.09417474914995402,0.07061701692996554,0.039396999813531695,0.03607605647380959,0.05319451718877774,1.594144288356765
2021-01-29,0.026247545889008964,0.03677528231630388,0.007879441894444427,0.005052829725886531,0.06887925879250394,0.22929508724643155
2021-01-30,0.00031175618817061364,-0.0010516582717556365,0.04389004267042911,0.09904704914349503,0.45010025456293734,-0.48514627185453185
2021-01-31,-0.03474137711240443,-0.0486976464073162,-0.010227426909725739,0.0057779772798886315,0.10950543384160848,0.26947053538784294
2021-02-01,0.013011118061134976,0.04587810249698651,0.14951287238545505,0.08176148478311764,-0.2883353921133357,-0.060803522953424026
2021-02-02,0.056248964732994594,0.09549738273185211,-0.009191635788922469,0.12573530663390936,0.003980640006124699,-0.10493521094675742
2021-02-03,0.05892452811562625,0.096171474979772,0.021583913535648428,0.09090364767424888,0.06412069348288053,0.17273313486719502
2021-02-04,-0.018301232416527882,-0.042225059473644654,0.07108661054833168,0.11171774980858595,0.11461989907891579,0.3506441326241115
2021-02-05,0.03599047963365647,0.07455953893923797,0.1904582026103528,0.044556916290404355,0.015017438323894695,-0.12439909070433475
2021-02-06,0.023148494595260992,-0.025234438863582294,0.07311128124941388,-0.09021164063396035,-0.020374674384218902,0.2103352276647564
2021-02-07,-0.010034370035014157,-0.03937892652140006,-0.06350183695544837,0.08977874342535784,-0.05707477632489001,0.3012503925945885
2021-02-08,0.1784485597042829,0.08246161426252417,0.1552890566333984,0.159401018438041,0.07479217152641401,0.009900179632997937
2021-02-09,0.0009817309404045217,0.010786401775912181,0.2960735800616411,-0.006962437502417461,0.05472870459194234,-0.11697507116921614
2021-02-10,-0.03536212709216373,-0.016154611680890132,0.18352270185089173,0.1529870739842204,0.05697762851969067,0.03564511009686903
2021-02-11,0.06818827920686066,0.025432405216073647,-0.03862153361597771,0.012072053181324621,0.046058414194289486,-0.041792909718791085
2021-02-12,-0.01431749606359439,0.030141172127228267,0.0961918842751664,-4.3477315717448195e-05,0.1426083540961216,0.002648000657450886
2021-02-13,-0.0028358377938660748,-0.013843437079733154,-0.024184447915936335,-0.050824296832611714,0.03879432442243437,-0.05187622693197576
2021-02-14,0.029754163680420775,-0.008043457889004254,0.018667621813196197,-0.003241716708924677,-0.06692016369820533,-0.0552767631266393
2021-02-15,-0.013819220219635515,-0.011828043820220503,-0.04177936515466688,0.01546076312611565,-0.07421060907829008,-0.10377465707866003
2021-02-16,0.025192855227892837,0.0015387901633503094,-0.0009213547637028352,-0.06431862274179263,-0.0557491662495941,-0.05500768303151912
2021-02-17,0.05900312258279128,0.037390054760958566,0.23896179783820418,-0.007801247844908187,0.027917081046639567,-0.07688257910851197
2021-02-18,-0.010940542497739106,0.04736614981642389,0.16816880686920857,0.08619852723855771,-0.004931059667785873,0.1717761726526282
2021-02-19,0.0810690632665145,0.007903271499352892,0.5324040101698472,0.24690463475819596,0.05948739568458376,-0.06619354336055382
