asset,sharpe,sortino,calmar,annualized_return,annualized_vol
BTC-USD,0.24334262674627297,0.3318017430011743,0.19594911434441553,0.1501543451618319,0.5748937143653128
ETH-USD,0.22251593580495369,0.29961705138572947,0.2379306799591592,0.188685059647145,0.7767879799321108
BNB-USD,0.6176908688911743,0.8248801688389892,0.8863169260557862,0.6280836428597647,0.7890737397713102
SOL-USD,0.6026472614914529,0.8451198626835017,0.9742944478576205,0.937952556210246,1.097876112025827
XRP-USD,0.28187244621921054,0.4104489595682319,0.3733713510769628,0.3107927594663462,0.9601226288899285
DOGE-USD,0.3333088285295623,0.567649044436217,0.6169274573845863,0.5696173438830285,1.3525950141534722
